Date,Open,High,Low,Close,Volume
2024-03-25,75.6175,76.8425,75.115,76.375,8049976
2024-03-26,75.12,76.375,74.2975,74.4575,9850340
2024-03-27,74.06,74.3375,71.0175,72.1025,12813364
2024-03-28,71.9475,73.235,71.5025,72.495,7357636
2024-04-01,73.07,74.9475,72.8325,74.9375,6356688
2024-04-02,72.925,73.435,71.1225,72.7125,8902420
2024-04-03,72.78,75.3725,72.5,74.6975,7161584
2024-04-04,75.24,75.875,72.1425,72.1925,7510128
2024-04-05,72.755,74.5625,72.5,74.4,5810492
2024-04-08,74.2525,74.7938,73.33,74.345,5347076
2024-04-09,74.9975,74.9975,71.6325,73.6875,5250004
2024-04-10,72.5,73.645,71.8213,72.055,7642272
2024-04-11,72.6575,74.4175,72.3325,74.145,6054380
2024-04-12,70.0675,70.675,67.0825,67.805,23001912
2024-04-15,68.825,69.2175,65.475,65.8,16291532
2024-04-16,66,66.8,65.5,65.69,8905472
2024-04-17,65.7175,66.16,64.255,64.8175,10103912
2024-04-18,64.4125,65.015,63.1325,64.2975,7808288
2024-04-19,64.065,64.1924,61.3975,61.52,11824656
2024-04-22,61.635,62.11,60.08,61.3675,13648740
2024-04-23,61.5925,62.9275,61.0225,62.795,9192000
2024-04-24,64.1975,65.225,62.645,63.6925,10381488
2024-04-25,64.16,67.1775,62.855,66.19,14204944
2024-04-26,66.69,67.5625,66.075,66.175,10087620
2024-04-29,66.9325,67.855,65.255,65.9175,5807884
2024-04-30,65.49,66.4125,64.09,64.14,8160436
2024-05-01,63.635,65.3425,63.065,63.8025,9040804
2024-05-02,64.5675,65.515,63.4256,65.465,5591612
2024-05-03,67.975,69.5875,67.9252,68.6,11534604
2024-05-06,68.3475,69.94,68.275,69.705,8221452
2024-05-07,69.0275,69.4675,67.9675,68.4975,16250952
2024-05-08,70.7875,74.25,69.0825,72.9175,30594332
2024-05-09,73.0175,74.115,72.3475,74.0175,10370364
2024-05-10,74.8825,79.055,74.75,78.5075,22072264
2024-05-13,78.0175,78.645,76.63,77.4675,11009208
2024-05-14,77.2725,78.4975,76.75,78.415,7515544
2024-05-15,78.75,81.57,78.6725,81.5075,10414668
2024-05-16,81.75,82.2588,80.0075,80.0225,7828460
2024-05-17,81.0425,81.5138,79.4575,79.9725,7009004
2024-05-20,80.12,81.0025,79.755,79.8475,5550664
2024-05-21,78.845,79.605,77.9175,79.2475,7181976
2024-05-22,80.0125,80.31,79.1,79.125,6665832
2024-05-23,76.34,76.5175,72.3525,75.355,26610760
2024-05-24,76.1075,77.1875,75.3512,76.6375,8545824
2024-05-28,78,78.207,76.4025,76.8725,7165840
2024-05-29,76.625,77.5725,76.3312,77.0775,9458036
2024-05-30,76.75,77.2475,75.1162,75.915,6483984
2024-05-31,75.7725,76.0275,72.995,74.4125,13949820
2024-06-03,75.1,75.31,72.5775,74.0975,8906308
2024-06-04,73.6375,74.75,72.79,73.295,6860404
2024-06-05,74.6675,75.475,73.99,74.39,6903736
2024-06-06,73.75,74.5162,73.38,74.1425,6394632
2024-06-07,74.2,75.3476,73.7925,74.1975,5878052
2024-06-10,73.65,74.6697,72.8049,74.395,7366784
2024-06-11,74.5825,76.285,73.8025,76.1925,7977712
2024-06-12,76.7925,78.1025,75.66,77.8325,8806988
2024-06-13,80,82.9375,79.795,82.9175,15586424
2024-06-14,82.75,82.86,81.3275,82.125,8591836
2024-06-17,83.17,85.4684,81.515,85.02,13177360
2024-06-18,85,86.0325,84.43,85.085,11567876
2024-06-20,85.995,86.4725,84.2075,85.0475,13982340
2024-06-21,84.62,84.6375,81.75,84.34,16391656
2024-06-24,83.6625,83.9125,81.7575,82.3025,9646324
2024-06-25,82.835,83.9225,82.2525,83.6325,7642064
2024-06-26,83.6325,84.3225,83.005,83.6325,6970364
2024-06-27,84.5,87.745,84.4975,86.9825,9985700
2024-06-28,87,88.805,87,87.62,11519044
2024-07-01,88.6775,89.3925,86.1875,89.175,6548416
2024-07-02,89.3375,90.82,88.7312,89.2525,6315108
2024-07-03,89.5,91.355,89.1225,91.355,4840768
2024-07-05,91.62,91.8125,90.2725,91.535,5431408
2024-07-08,91.5375,93.495,91.5175,92.7675,6250444
2024-07-09,92.9825,94.125,91.41,91.4375,8008156
2024-07-10,91.74,92.045,88.9675,90.9375,9181988
2024-07-11,91.0225,91.25,88.84,89.8975,7805656
2024-07-12,89.5325,91.6,89.3225,90.475,5007612
2024-07-15,91.2675,91.775,89.7225,90.105,4856796
2024-07-16,90.4525,90.917,89.07,89.5575,6463152
