Date,Open,High,Low,Close,Volume
2024-03-25,111.27,114.81,110.312,113,6152280
2024-03-26,113.35,116.85,113.25,114.65,7389230
2024-03-27,114.01,115.23,110.93,111.68,4375982
2024-03-28,112.25,114.45,111.89,114.11,4153353
2024-04-01,114.25,119.71,114.25,119.64,8064085
2024-04-02,117.39,118.79,115.31,118.44,5503125
2024-04-03,117.79,129.76,117.66,128.58,19390813
2024-04-04,129.85,136.16,126.675,127.16,19494763
2024-04-05,128,132.92,123.51,132.72,10813487
2024-04-08,132.95,133.4399,125.56,127.15,11952250
2024-04-09,126.43,126.75,120.45,123.73,9993308
2024-04-10,121.19,126.07,121.1,123.37,5944974
2024-04-11,123.61,125.78,123.14,124.04,5058307
2024-04-12,121.49,122.35,117.61,117.76,7501738
2024-04-15,119,122.5,117.27,117.81,6764095
2024-04-16,116.66,121.74,115.68,121.08,7596734
2024-04-17,122.62,123.67,118.31,119.62,5346021
2024-04-18,119.61,119.65,115.51,118.37,5053748
2024-04-19,116.36,119.18,114.3,114.87,9418221
2024-04-22,115,118.34,114.25,115.54,5410000
2024-04-23,116.38,121.0793,115.7,120.63,5086925
2024-04-24,126.01,126.01,119.31,120.2,5815884
2024-04-25,118.33,125.28,117,124.91,6822999
2024-04-26,125.62,126.55,123.04,125.06,5512196
2024-04-29,125.2,127.73,123.2701,127.7,5004467
2024-04-30,126.25,126.99,123.8401,124.64,5054483
2024-05-01,122.91,124.16,117.43,118.78,7204532
2024-05-02,121.64,123.91,118.363,123.39,4856908
2024-05-03,125.49,127.5899,124.71,125.1,3942765
2024-05-06,125,129.3915,124.2511,129.33,5025217
2024-05-07,128.22,129.7,126.25,127.55,3247051
2024-05-08,127.16,131.88,126,131.61,4921451
2024-05-09,131.17,132.4199,129.27,131.68,6675427
2024-05-10,133.93,134.6,131.42,132.77,4536936
2024-05-13,133.3,134.9,130.68,131.01,4105780
2024-05-14,129.49,134.69,128.6,134.12,4175759
2024-05-15,139.9,150.28,138.66,149.16,16982539
2024-05-16,150.5,150.84,143.5,146.3,9411534
2024-05-17,148.63,150.2809,145.88,149.52,9893472
2024-05-20,150.9,154.59,145.02,145.45,10586921
2024-05-21,145.05,149.9,144,147.24,6665689
2024-05-22,147.91,148.99,145.865,147.78,4708365
2024-05-23,158.99,162.71,150.13,153.57,16843126
2024-05-24,156.02,166.77,154.61,160.18,17563663
2024-05-28,168.43,169.69,161.01,166.08,18692642
2024-05-29,165.56,179.7,164.3,179.21,23215889
2024-05-30,178.8,178.84,165.11,169.92,44465961
2024-05-31,143.8,144.8,131.01,139.56,67192834
2024-06-03,140.55,140.74,128.6,132.03,41199155
2024-06-04,132.2,138.98,131.88,135.76,21568415
2024-06-05,135.95,139.4,132.95,137.66,19148565
2024-06-06,136.25,136.7,132.1548,133.96,13929139
2024-06-07,131.5,134.06,127.59,129.97,19597621
2024-06-10,129,135.46,128.4,132.45,14011897
2024-06-11,131.5,134.85,130.02,131.64,9176373
2024-06-12,132.83,132.94,130.1,131.81,11427925
2024-06-13,131.99,136.19,131.8,135.02,16066821
2024-06-14,133.37,135.53,131.29,134.98,12995281
2024-06-17,137.13,144.74,137.03,142.03,26911431
2024-06-18,143.58,154.14,143.3,149.15,33500098
2024-06-20,156.625,161.5192,145.02,148.52,39976432
2024-06-21,145.78,147.19,140.64,145.06,16788886
2024-06-24,143.305,143.56,137.56,137.56,14014982
2024-06-25,139.315,141.75,137.61,140.35,8466362
2024-06-26,138.52,141.31,135.09,138.24,12714062
2024-06-27,137.83,141.8299,137.6,139.43,9483004
2024-06-28,139.53,141.77,136.21,137.91,20573566
2024-07-01,137.48,144.6872,133.63,142.82,11565656
2024-07-02,140.22,143.54,139.92,143.47,7748248
2024-07-03,147.6893,149.47,140.5914,142.67,13173317
2024-07-05,142.2,142.76,138.31,138.96,8901174
2024-07-08,140,147.1237,139.2,145.97,12355619
2024-07-09,146.06,150.23,143.8332,145.74,11414730
2024-07-10,146.29,147.23,141.83,145.77,7387342
2024-07-11,145.56,146.4499,139.42,140.72,8248942
2024-07-12,139.6,141.54,137.5001,139.57,7376405
2024-07-15,140.75,141.09,136.52,137.22,8064648
2024-07-16,137.72,137.73,132.39,134.26,10254525
2024-07-17,128.14,129.77,124.67,125.17,18887631
2024-07-18,126.63,126.94,122.03,125.34,9659432
2024-07-19,125.41,127.88,124.27,125.79,6932821
2024-07-22,128.17,129.87,127.08,128.74,6255215
2024-07-23,126.95,128.15,125.35,125.85,5944621
2024-07-24,123.53,123.53,115.89,116.12,15611376
2024-07-25,116,116,110.33,111.43,17363730
2024-07-26,114.25,114.7199,111.5501,113.56,8419931
2024-07-29,114.36,115.5,110.95,111.2,7552248
2024-07-30,112.31,113.25,105.77,108.61,11938442
2024-07-31,114.76,116.6,112.2,113.68,11327262
2024-08-01,112.93,115.21,107.53,108.43,8570016
2024-08-02,101.7,103.8,99.93,102.29,11832725
2024-08-05,90.48,99.89,90.13,98.18,13137819
2024-08-06,98.66,99.27,93.34,94.67,15500550
2024-08-07,90.37,93.03,86.93,87.89,21545502
2024-08-08,89.77,91.7,88.45,91.46,10242826
2024-08-09,89.48,93.43,88.57,92.55,8405010
2024-08-12,92.2,97.9,91.835,95.27,9875263
2024-08-13,97.1,101.49,96.57,99.94,14928421
2024-08-14,101.06,104.37,100.31,102.95,12141042
2024-08-15,107.06,110.96,105.41,110.21,17713179
2024-08-16,108.9,112.16,108.06,111.3,11632608
2024-08-19,111,112.0625,108.38,111.87,8374892
2024-08-20,111.75,112.48,109.56,110.71,6189043
2024-08-21,110.85,111.9,108.86,111.7,6714402
2024-08-22,112.55,114.02,108.67,108.98,7018286
2024-08-23,110.35,112.66,110.0701,112.01,6023382
2024-08-26,112.01,114.15,110.35,111.67,7307783
2024-08-27,110.33,112.37,109.71,111.86,6271647
2024-08-28,110.3,112.07,108.21,111.56,9527976
2024-08-29,108.28,114.44,108.1,110.74,23836598
2024-08-30,115.36,117.72,110.65,115.54,33433633
2024-09-03,114.88,116.69,109.1204,110.77,14158993
2024-09-04,109,110.55,107.3101,109.06,8113585
2024-09-05,107,108.3,105.13,107.16,9362447
2024-09-06,106.52,108.21,101.41,102,11962617
2024-09-09,107.35,107.65,105.1,105.89,18742653
2024-09-10,106.15,107.53,105.42,106.64,9367424
